id,characteristics_prompt_1,annotator_1,characteristics_prompt_2,annotator_2,characteristics_prompt_3,annotator_3,characteristics_prompt_4,annotator_4,characteristics_prompt_5,annotator_5
3454,成人男性の少し聞き取りづらい興奮した話し方。,sibelius9289,,,,,,,,
3455,30代くらいの男性が低い声でびっくりしたように喋っている。,grieg5226,,,,,,,,
3456,30代くらいの男性が、少し低くしゃがれた声で、早口で話している。,beethoven4053,,,,,,,,
3457,60代男性、低音のボソボソした大きな声で誰かに訪ねています。,bach8066,,,,,,,,
3458,大柄の30代男性が、何かに驚いて嬉しそうに声をあげている。,grieg1085,,,,,,,,
3459,30代くらいの明るい男性が、若干テンション高めの声で、ゲーム実況をする感じでしゃべっている。,saint-saens6524,,,,,,,,
3460,50代くらいの男が、かなり早口で質問を投げかけていた。,sibelius4439,,,,,,,,
3461,中年の男性が、はっきりした声で、攻撃的な口調で喋っている。,bizet7913,若い男性が、普段話すような声で、楽しそうに喋っている。,mendelsohn5203,,,,,,
3462,年齢不詳の男性が、やや早口で何かを評価している。,handel8125,,,,,,,,
3463,20代の男性が、やや低くはきはきとした声で、ゆっくりと喋っている。,tchaikovsky5186,,,,,,,,
3464,30代くらいの男性が少し高めの声で軽い話し方をしている。,badarzewska3483,,,,,,,,
3465,中年の明るい男性が、少し偉そうに振る舞うような声で、思ったことをそのまま口に出すように喋っている。,strauss2306,,,,,,,,
3466,誰かに説明するような雰囲気の中年くらいの男の声である。,vivaldi8335,,,,,,,,
3467,20代前半くらいの若い男が、少し興奮した高めの声で、相手を小馬鹿にするように喋っています。,monteverdi0374,,,,,,,,
3468,早口にしゃべる。男性の声。聞き取れりにくい。,schumann9917,,,,,,,,
3469,2、30代ぐらいの男性が、はきはきした声で、少し早口で喋っている。,beethoven7713,,,,,,,,
3471,中年男性が、大きな声で怒ったように喋っている。,grieg7504,,,,,,,,
3472,50代の男性が酔っ払ったような声色で、軽く威嚇するような様子で喋っている。,schubert9827,,,,,,,,
3473,大人の男性が子供と親しげにしゃべっている。,paganini1878,,,,,,,,
3474,40代が50代くらいの男性が、落ち着いているが、少し驚いた感じで、少し早口で喋っている。,vivaldi4325,,,,,,,,
3475,20代前半の男性が、若々しく大きな声でゆっくりと同意を求めるように喋っている。,verdi7025,,,,,,,,
3476,中年の男性が、裏返りそうな高い声で、何かをしきりに確認するように話している。,tchaikovsky1731,,,,,,,,
3477,中年の男性が、くぐもった大きめの声で、ゲームをしながら他の人と話すように喋ている。,badarzewska0315,,,,,,,,
3478,中年の男性が大きな声で周りに伝えるように喋っている。,ravel3833,,,,,,,,
3479,中年の男性が、はきはきした声で、得意げに早口ではなしている。,ravel7162,,,,,,,,
3480,30歳前後の男性が明るい声で楽しげに話している。,rachmaninov8735,,,,,,,,
3481,若い男性が、非常に大きなガラガラ声で、興奮しながら喋っている。,handel1758,中年の男性が、少し強めの口調で、独り言を話すように喋っている。,haydn0841,,,,,,
3482,50代の男性が鳥のバーゲンセールについてはきはきした声で話しかけている。バーゲンセールについて楽しそうに語りかけている。,elger5341,,,,,,,,
3483,若い男性が、明るい声で非常に楽しそうに喋っている。,schubert2028,陽気な若い男性が軽いがはっきりとした声でテンションを上げ勢いよく話している。,sibelius6853,20代後半の元気の良い男性が、大きく興奮した声で、親しみのあるため口でわめいている。,strauss5224,,,,
3484,中年の明るい男性が、高い声で、説明するように喋っている。,bach4115,,,,,,,,
3485,若い男性が、やや低めの声で、何か意見するような喋り方をしている。,bizet9706,,,,,,,,
3486,30代の男性が、はきはきした声で、悩むように喋っている。,verdi6880,,,,,,,,
3487,若い男性が、低めの声で、驚いたように話している。,vivaldi0069,,,,,,,,
3488,中年の男性が演技をするような喋り方で落語をしている。,verdi0737,,,,,,,,
3489,男性が、はっきりした声で、少し緊迫した感じで喋っている。,elger2591,,,,,,,,
3490,若くて明るい男性が、明るく弾んだ声で、笑いながら喋っている。,grieg6804,,,,,,,,
3491,中年男性が、低い声で、早口でまくしたてるように喋っている。,bruchner6522,中年の男性が少し高さのある声で、何かに気づいたように早口で喋っている。,grieg3816,,,,,,
3492,中年の男性が、こもった声で、ゆっくりと伝えるように話している。,beethoven4512,10代か20代の男性の声で、感情を込めて何かの感想を語っている。,ravel0822,,,,,,
3493,20代半ばくらいの男性が、少し早めの口調で、自分の行動を説明するように話している。,beethoven8710,,,,,,,,
3494,３０代ぐらいの男性が声を張り上げて興奮しながらしゃべっている。,beethoven5423,,,,,,,,
3529,２０代くらいの若い女性が落ち着いた声で穏やかに相手に話している。,strauss4390,,,,,,,,
3530,若作りした女性のロリ声で、説明口調でしゃべっている。,rossini0474,,,,,,,,
3531,若い女性が、元気な声で、最初力づよく、終わりは甘ったるしゃべっている。,mendelsohn8468,,,,,,,,
3532,幼い少女風の声で、甘えたように喋っている。,paganini3059,,,,,,,,
3533,若くて可愛らしい女性が、甘えた声で、お願いするように喋っている。,wagner8651,,,,,,,,
3534,若い女性がはきはきとした声で宣伝するように喋っています。,mozart6720,,,,,,,,
3535,30代の女性が力強い声で解説するように喋っている。,shostakovich2466,,,,,,,,
3536,少女のような若い女性が、張りのある澄んだ声で、熱を込めて喋っている。,brahms1342,,,,,,,,
3537,高齢の男性が大きいがかすれた声でまくしたてるように話している。,rachmaninov8078,,,,,,,,
3538,若い男性が、はっきりとした声で、力強くしゃべっている。,mendelsohn8468,,,,,,,,
3539,少年が高めのはっきりとした声で、感心したような喋り方をしている。,schumann3643,,,,,,,,
3540,１０代の子供っぽい女の子が、ハキハキした声で、嬉しそうに喋っている。,schumann3830,,,,,,,,
3541,若い女性がはきはきとした声で、ひとり言のような内容を話していた。,schumann0988,,,,,,,,
3542,高めで舌っ足らずな女性声で、甘く囁くように語りかけている。,brahms0622,,,,,,,,
3543,10代から20代の女性が、少し驚いた感じで相手に話している。,monteverdi0967,,,,,,,,
3544,通った声の若い女性が、ゆっくり思案しながら、話している。,shostakovich8062,,,,,,,,
3545,30代の女性が誰かに注意をしている感じがします。たんたんと相手に注意をしている感じがします。,schumann6003,,,,,,,,
3566,40代ぐらいの男性が人前で、はっきりとした声で語りかけている。,rossini6627,,,,,,,,
3567,中年の男性が早口で話していて、低い声なので何を言っているのか分かりませんでした。,haydn7435,,,,,,,,
3568,30代くらいの男性がぼそぼそと不明瞭な声で早口で話をしている。,bizet3378,青年くらいの男性が、やや小さめの声で、早口で喋っている。,strauss6904,,,,,,
3569,穏やかに、低めの声で相づちを打っている男性の声。,grieg0861,,,,,,,,
3570,中年の男性が会話するような声で何かを思い出し、考えながら喋っている。,mozart9584,,,,,,,,
3571,中年の男性が、はきはきした声で、独特なペースで話している。,ravel7162,,,,,,,,
3572,30代ぐらいの男性がゆっくりとした声で説明口調で喋っている。,schumann4930,,,,,,,,
3573,中年の男性が、低い声で、やや怒ったように何かを語っている。,haydn6566,,,,,,,,
3574,30代の落ち着いた男性が、少し高い声で、気になることを喋っていた。,bach4115,,,,,,,,
3575,中年くらいの男性が何か人に面白いことを語るかのように話している。,mendelsohn6606,,,,,,,,
3576,社会人のサラリーマンの男性が、てきぱきした声で丁寧に言葉を伝えている。,vivaldi9228,,,,,,,,
3577,男性が、とても低い声で、解説するように話している。,paganini6468,,,,,,,,
3578,30代くらいのの男性、低くてはきはきしている声で、自信を持って相手に言い聞かせるように喋っています。,monteverdi0374,,,,,,,,
3580,若い影のある男性が、かざらない声で、ゆっくりためるように喋っている。,brahms0012,,,,,,,,
3581,40代の女性が、やや低い声で、少し困ったように喋っている。,tchaikovsky5186,,,,,,,,
3582,若い女性が何かを思い出すような感じで喋っていると思います。,bizet1481,,,,,,,,
3583,40歳くらいの女性が、低い太いトーンで喋っている。,verdi8190,,,,,,,,
3584,若い男性がやや高い声で何かを思い出すように喋っている。,paganini4304,,,,,,,,
3585,30代後半の女性が、落ち着いた声で、少し疑問を持っているような喋り方をしている。,rossini4506,,,,,,,,
3586,40代ぐらいの女性の声。ちょっとなまっていて、一般の人がしゃっべっている感じ。,rossini6692,,,,,,,,
3588,40代くらいの女性が、関西弁で少々語気を強めて誰かに語りかけるように話している。,liszt6299,,,,,,,,
3589,中年の男性が、はっきりとした低い声でゆっくりと喋っている。,badarzewska1852,,,,,,,,
3590,40代くらいの男性が、ぼそぼそした声で、ゆっくりと話している。,bach6077,,,,,,,,
3591,若い男性が落ちついた様子で帰り道で起こった事を誰かに説明している。,haydn1875,,,,,,,,
3592,30代くらいの男が低い声でゆっくりとしゃべっている。,liszt6928,,,,,,,,
3593,若い男性が質問者にわかりやすく説明するようにしゃべっている。,chopin3497,,,,,,,,
3594,中年の男性が朴訥とした口調で話している。,bizet2367,,,,,,,,
3595,50代の男性が寂しそうな声で淡々と喋っている。,chopin0110,,,,,,,,
3596,中高年のアナウンサー風の男性が、感情移入してシナリオを読んでいる。,dvorak4403,,,,,,,,
3597,中年の男性が、あまり低くない中間くらいの声域で少しおどおどしながら、怯えるような気持ちを伝えるように喋っている。,badarzewska0315,,,,,,,,
3600,低めの中年男性が、ボソボソっと小さい声で、はっきりと発音しない感じで話している。,mozart7594,,,,,,,,
3601,中年の男の人が、普通の声で、やや大阪弁まじりに話してる。,grieg8540,,,,,,,,
3603,少し大阪弁のアクセントを感じる中年男性が、タメ口で喋っている。,bach9868,,,,,,,,
3605,30代くらいの男性が、低くよく通る声で状況を説明するように喋っている。,grieg7504,,,,,,,,
3606,若い男性が、滑舌があまり良くない声で、少し早口に喋っている。,dvorak7256,,,,,,,,
3607,若い女性が、機械音を真似て淡々と喋っている。,saint-saens9096,,,,,,,,
3608,中年の男性が高めの声で説明をするような話し方で話しています。,mozart6648,,,,,,,,
3609,小学生の女性の感じがします。幼い印象を感じます。,schumann6003,,,,,,,,
3610,若い女性が、高く落ち着いた声で、噛み砕いて説明するように喋っている。,debussy5543,,,,,,,,
3611,若い女性が舌っ足らずな声で、子供に教えるような喋り方をしている。,schumann3643,,,,,,,,
3612,幼稚園児ぐらいの女子児童が高めの声で、甘えた口調で話している。,handel6331,,,,,,,,
3613,女性が役柄になりきりながら、終始同じ口調で喋っている。,liszt4153,,,,,,,,
3627,50代ぐらいの中高年男性が低めの声で、迫力のある感じで話している。,handel6331,,,,,,,,
3628,中年に近い女性が、けだるい声で、少しあきれたように喋っている。,beethoven4512,若い女性の声で、いかにもだるそうに何かに対しての返事をしている。,ravel0822,,,,,,
3629,25歳くらいの女性が落ち着いて希望に満ちた声で楽しそうに話している。,saint-saens2177,,,,,,,,
3630,20代ぐらいの女性が低い声で脅すように話している。,chopin3729,,,,,,,,
3631,中年の女性が、ゆっくりと単調に喋っている。,elger1917,,,,,,,,
3632,30から40代くらいの女性の声に聞こえる、艶っぽい気だるい印象の声と話し方。,mozart2863,,,,,,,,
3633,30代くらいの女性がなまめかしい声でなでるように喋っている。,dvorak6721,若くて明るい女性が、優しい声で、諭すように喋っている。,mahler5964,,,,,,
3634,10代くらいの女性が、少し声を低めにしてゆっくりと諭すように話している。,bizet8255,,,,,,,,
3635,若い女性が、かなり苛ついた様子で喋っている。,schubert2028,若い女性がやや怒った感じの声で相手に押し付ける感じで話している。,sibelius6853,30代前半のセクシーで大人びた女性が、甘く棘のある声で、ゆっくりと脅すかのように語りかけている。,strauss5224,,,,
3636,若い女性が、穏やかな怪しげな声で、独り呟いている。,shostakovich0651,,,,,,,,
3637,若い女性が、ハスキーな低めの声色で、やや面倒そうに迫っている。,mendelsohn5956,,,,,,,,
3638,若い男性が、強気な言い回しで、質問している。,bach1196,,,,,,,,
3639,若い女性が、はきはきした声で、思い出話をするように喋っている。,chopin8030,,,,,,,,
3640,３０代の女性が、セクシーな声でけだるそうにしゃべっている。,chopin5137,,,,,,,,
3641,若い女性が、さとすような言い方で理解を求めている。,brahms8647,,,,,,,,
3642,10代の男の子か、20代くらいのハスキーボイスの女性が、頬杖をしながら相手の様子を伺いながら話している。,elger7072,若い女性が低い声で語りかけるように話している。,paganini0062,,,,,,
3643,女性の落ち着いた声で、感情豊かに語っている。,verdi6534,,,,,,,,
3644,30代くらいの気の強そうな女性が、色気のある甘い声で、もう諦めろと説得するようにしゃべっている。,saint-saens6524,,,,,,,,
3645,30代後半ぐらいの女性が、落ち着いた低めの声で、指示するように喋っています。,bizet6129,,,,,,,,
3646,大人の女性をイメージしたような艶やかなしゃべり方。,schumann0854,,,,,,,,
3647,女性の声優がはっきりとセリフを話している。アニメの様な舞台のセリフの様な話し方。,badarzewska1948,,,,,,,,
3648,若い女性が甘くささやくような小声で話している。,bach5211,,,,,,,,
3649,若年世代の女性が、ハスキーな声で、力量を試すような喋り方をしている。,badarzewska5055,,,,,,,,
3650,30代～40代の女性が笑いながら楽しそうに話している。,ravel4225,,,,,,,,
3651,若い女性が演技がかった口調ではきはきと喋っている。,beethoven6994,,,,,,,,
3652,若い大人っぽい女性が相手を軽く見下すような口調で喋っている。,puccini4732,,,,,,,,
3653,中年くらいの落ち着いた感じの女性が、かすれ気味の声で、誰かの話し相手をするように喋っている。,puccini9164,,,,,,,,
3654,年齢不詳の女性が笑いながら、相手をバカにする感じで喋っている。,haydn3911,,,,,,,,
3655,大人の女性が、甘い声で、耳元で囁くように喋っている。,brahms4127,,,,,,,,
3656,30代くらいの女性が、落ち着いた声で淡々と話している。,liszt4696,,,,,,,,
3657,成人女性が、優しくはっきりと聞こえる声で、だれかを慰めている。,rachmaninov6780,,,,,,,,
3658,若い女性が色っぽい声で男性を誘っているように喋っている。,mozart1811,,,,,,,,
3659,若い男性が小さな声で少し困ったように喋っている。,dvorak0439,,,,,,,,
3660,中年の明るい男性が、はきはきとした声で多くの人に伝わるように、話をしている。,brahms1402,,,,,,,,
3661,30代―40代の男性で、ラジオDJのような営業マン風の話し方で、はっきりとわかりやすく話している。,paganini0996,,,,,,,,
3662,中年くらいの男性がやや低めのはっきりとした声で司会進行をするように話している。,shostakovich6626,,,,,,,,
3663,若い男性が、はっきりとした声で、文章を読んでいるような話し方をしている。,saint-saens6742,,,,,,,,
3664,若い男性が、はきはきとした声で、最初はやや早口ながら後半は聞き取りやすい速度で喋っている。,elger1917,,,,,,,,
3666,中年の明るい男性が、元気な声で、早口で語り掛けるように喋っている。,chopin0060,,,,,,,,
3685,やや若いか中年くらいの男性が高くて強い口調で宣言している。,shostakovich6626,,,,,,,,
3686,中年に差し掛かった辺りの男性が、高い声で、テンション高く喋っている。,ravel1238,,,,,,,,
3687,30代の男性が高い声で理解を促すように喋っている。,puccini9666,,,,,,,,
3689,20代くらいの男性が芸人のネタ披露のようなテンションで話している。,grieg8189,,,,,,,,
3690,中年の男性がガラガラ声で元気よく話しをしている。,debussy1208,,,,,,,,
3691,中年の男性が明るい声で宣伝するように話している。,bach5073,,,,,,,,
3693,中年の男性がハキハキとした声でテンポよく喋っている。,saint-saens9096,,,,,,,,
3694,声量のある中年男性が、ゆっくりと分かりやすく、アピールするように話している。,haydn6163,,,,,,,,
3695,だみ声な感じの男性が、声を裏返させながら、驚きを表現する感じで喋っている。,mozart7594,,,,,,,,
3696,40～50代くらいの男性が、噺家のような声で、啖呵を切るように喋っている。,handel4231,,,,,,,,
3699,中年の男性が、はきはきとした声で相手に対して丁寧に喋っている。,elger3773,,,,,,,,
3701,中年の男性が、穏やかな口調で和やかに話している。,mahler8143,,,,,,,,
3702,60代位の男性が、野太い声でお弁当を買った話をしている。,brahms0351,,,,,,,,
3703,男性の声で少し早口で自分の考えを述べている感じでした。,verdi6021,,,,,,,,
3726,若い男性の声で、とても早口で、スポーツの実況をしているような喋り方。,chopin9245,,,,,,,,
3727,40代くらいの男性がテンションが高くハキハキした声では話している。,monteverdi6405,,,,,,,,
3728,２０～３０代くらいの男性が、少しだけ高音の声で、相手に話しかけている。,grieg5212,,,,,,,,
3729,10歳代後半の明るい女性が、滑舌悪めながら楽し気な声で、酔っぱらい興奮したように喋っている。,beethoven2586,,,,,,,,
3730,若く声の高い男性がまくしたてるように早口でしゃべっている。,rossini2985,,,,,,,,
3731,若い男性が、高めのはきはきとした声で、言葉に出して確かめるようにしながら喋っている。,badarzewska1268,,,,,,,,
3732,若い男性が、高い声で、照れくさそうに喋っている。,sibelius7197,,,,,,,,
3733,若年女性が張りの無い声で自信無さそうに喋っている。,badarzewska0131,,,,,,,,
3734,20代の女性が静かな声で落ち着いた感じで話している。,shostakovich0723,,,,,,,,
3735,20代の女性が、ゆったりと楽しそうに話している。,haydn9067,,,,,,,,
3736,20代、30代ぐらいの女性が、活舌が悪い声でゆっくりと喋っている。,beethoven4967,,,,,,,,
3738,若い女性が、低い声で、笑いながらも怒ったように喋っている。,bach8570,,,,,,,,
3739,女性が話している。不明瞭な話し方。なに言っているのかはっきりと聞きとれない。なにをしゃべっているんだろうか。日本語でもないのかもしれない。笑い声が入っている。,handel9842,,,,,,,,
3740,若い女性が低い声で、喜びながら喋っている。,grieg3270,,,,,,,,
3741,若い女性が舌足らずな喋り方で早口に喋っている。,schumann0812,,,,,,,,
3745,10代の女性が、低めの声で怒った様に話している。,shostakovich6244,,,,,,,,
3746,中年の知的な男性が、ハキハキした声で、早めに説明する感じで喋っていた。,bach9612,,,,,,,,
3747,20代くらいの明るい若い女性が、少し早口で、何かの台本を読むように喋っている。,puccini9164,,,,,,,,
3748,20代の女性が、自信ありげにアドバイスをしている。,haydn4893,,,,,,,,
3749,10代後半から20代前半くらいの男性が、高い中性的な声で、早口で第三者に話しかけるように喋っている。,strauss2291,,,,,,,,
3750,成人男性が、やや高い声で、戸惑いがちな喋り方をしている。,rossini4625,,,,,,,,
3751,男性が、とても力強く相手の心に訴えかけるかのように話をしている。,monteverdi9855,,,,,,,,
3752,中年の男性が、はきはきとした声で、ナレーションのような明瞭な喋り方。,elger7925,,,,,,,,
3753,男性が、力強い声で、物事の先を期待させるように話している。,rachmaninov7924,,,,,,,,
3754,男性が明るい口調の早口で人物の解説文を読み上げている。,schumann9761,,,,,,,,
3755,テレビのナレーションのような早い速度で、成人男性が台本を読むように話しをしている。,wagner7392,,,,,,,,
3757,20～30代の男性が、ハリのあるハスキーボイスで語り掛けるようにマイクで話している。,mahler3888,,,,,,,,
3759,やや若い感じの男性で、やや緊張している感じのトーンだった。,mahler3111,,,,,,,,
3760,若い男性が明るい口調で若干叫びながら話している。,rachmaninov5114,,,,,,,,
3761,中年女性が低い声で、上品な話し方で喋っている。,grieg3270,,,,,,,,
3762,実年の女性が前のめりな口調で雑談をするときの話し方をしている。,schubert3669,,,,,,,,
3763,中年の女性が感情を抑えながら、客観性を強調するような調子で話している。,verdi5331,,,,,,,,
3764,60代の女性が、低くて暗い感じの声で、説明を急ぐような感じの早口で喋っている。,chopin8922,,,,,,,,
3765,中年女性が低めの声で、諭す様な口調で話している。,shostakovich6244,,,,,,,,
3766,30代男性が、低い声で、馬鹿にしたように喋っている。,dvorak5228,,,,,,,,
3767,30～40代位の男性が、早口で講義している。,bizet2804,,,,,,,,
3769,高い声の大人の女性がやや早口で明るい口調でしゃべっている。,rossini2985,,,,,,,,
3798,20代の女性の声でとても高い声で感情があまりない。,brahms7704,,,,,,,,
3799,若い女性の声のような合成音声が抑揚の少ない早い口調で話している。,saint-saens6742,,,,,,,,
3800,AIのような音声が早口で聞き取れない言葉を話している。,liszt8856,,,,,,,,
3801,男性か女性かは判別出来ないですが、感情が無く早口で喋っていると思います。,schumann1028,,,,,,,,
3802,ロボットのような声をした若い女性が、淡々と抑揚なく喋っている。,monteverdi3598,,,,,,,,
3803,性別の区別は出来ませんが、甲高い声と早口で話している。,shostakovich9970,,,,,,,,
3804,女性寄りのキー高めな機械音声にて、抑揚少なに常に一定のスピードをもって喋っている。,vivaldi2440,,,,,,,,
3805,20代くらいの女性が、高めのトーンで早口で話している。,puccini0248,,,,,,,,
3806,年齢不詳の電子音声が、小節のような文章を読み上げている。,schumann9489,,,,,,,,
3807,女性の機械音声が、聞き取りづらい高い声の早口で、読み上げるように喋っている。,strauss0453,,,,,,,,
3808,早口の若い女性が、感情のない高い声で聞き取りにくい機械的な話し方でしゃべっている。,mendelsohn3572,,,,,,,,
3809,若い女性が、とげとげしい声で、おこぅているようだ。,saint-saens4971,,,,,,,,
3810,20代の女性の声が編集されている。AIが読みあげているような、高いトーンの声。もともとははっきり話しているが、内容が分からない。,debussy1151,,,,,,,,
3811,人間ではなく、何らかの機械が甲高い声で早口で喋っています。,badarzewska2960,,,,,,,,
3812,20代位の女性が、子供のようなかわいらしい声で説明している。,puccini0890,,,,,,,,
3813,機械音声が平坦な口調で棒読みのように喋っている。,vivaldi9357,,,,,,,,
3814,若い女性が機械音声のような声で説明口調で話している。,grieg9510,,,,,,,,
3815,１０代くらいの女性が、デジタルで作ったような声で、とても早口で喋っている。,beethoven3748,,,,,,,,
3816,高い音程で機械がしゃべっているかのような感じでした。,verdi6021,,,,,,,,
3817,人工的な音声が、抑揚の無いやや低めの声で、一定のテンポで一気に喋っている。,verdi6449,,,,,,,,
3818,20代の女性がはきはきした口調で早口で話している。,chopin8490,,,,,,,,
3819,ロボットのような感情のない高い声で、男性か女性かは判別できない。発音がわかりにくい話し方をしている。,wagner4827,,,,,,,,
3820,女性版の機械音声のような声が、感情を出さずに淡々と喋っている。,mahler8143,,,,,,,,
3821,女性的な合成音声で機械的に文章を吐き出す喋り方。,haydn1359,,,,,,,,
3822,コンピューターで生成された声で、早口で何かを教えるような口調で喋っている。,ravel4200,,,,,,,,
3823,男の声をしたロボットがはきはきした声で早口で喋っている。,sibelius1018,,,,,,,,
3824,AI的な口調で性別年齢不詳が早口な口調で喋っている。,mahler0088,,,,,,,,
3825,若い男性が、低い声で、ゆっくり教え諭すように喋っている。,beethoven7713,,,,,,,,
3826,中年の男性が低い声でゆっくり話している。,sibelius3455,,,,,,,,
3827,成人男性の穏やかで聞き取りやすい声の丁寧な語り。,sibelius9289,,,,,,,,
3828,渋い男性の声でゆっくりと聞きやすく丁寧な語り。,schubert8746,,,,,,,,
3829,20～30代くらいの男性が、低音をきかせた甘い声で、ゆっくりと間を取りながら喋っている。,schubert0560,,,,,,,,
3830,若い男性が、低い声で、ゆっくりと喋っている。,vivaldi3856,,,,,,,,
3831,20代の男性がゆっくりとした声で説明しているような口調で喋っている。,saint-saens4837,,,,,,,,
3832,30代の男性が、低めの落ち着いた声でゆっくりと言い聞かせるように話している。,dvorak8315,,,,,,,,
3833,30代のインテリ風の男性が、低い声で、ゆっくりと話しかけるように喋っている。,schumann8846,,,,,,,,
3834,イケメンボイスの若い男性が、ささやくように喋っている。,saint-saens9458,,,,,,,,
3835,若い男性が普通の声でゆったりとしゃっべている。,bizet6917,,,,,,,,
3836,若い男性が、ゆっくりとした口調で穏やかに語っている。,handel8125,,,,,,,,
3837,中年の男性が、低い声で、ゆっくりと喋っている。,chopin9596,,,,,,,,
3838,３０代ぐらいの男性の声ではっきり聞き取りやすいように説明している。,puccini7100,,,,,,,,
3839,中年の男性が、静かな口調で語りかけるように話している。,handel3418,,,,,,,,
3840,若い男性が低い声で少し怒りを含んだ調子で喋っている。,chopin6486,,,,,,,,
3841,30代くらいの男性が聞き取りやすい感じでゆっくり喋っている。,vivaldi0019,,,,,,,,
3842,10代～20代くらいの男が、かなりゆっくりとした感じで相手に説明をしている。,sibelius4439,,,,,,,,
3843,若い男性がかなりゆっくりとしたスピードでしゃべっている。,bach1081,,,,,,,,
3844,20代の青年が低く囁くように、ゆっくりと読み聞かせするように喋っている。,chopin8075,,,,,,,,
3845,２０代後半の男性が、粘りっこい声で、誰かに教えるように喋っている。,mozart6768,,,,,,,,
3846,若い男性が、ゆっくりと落ち着いた声で、ささやくように喋っている。,wagner7420,,,,,,,,
3847,30代くらいの男性が、ゆっくりとした口調で、説明するように喋っている。,paganini3912,,,,,,,,
3848,中年の男性が低く落ちつた声で話をしているが感情は感じられない。,strauss9438,,,,,,,,
3849,若い男性が、ゆっくりと低い声で、説明するように喋っている。,debussy2718,,,,,,,,
3850,20代くらいの男性が低く暗い声でおどろどろしく喋っている。,dvorak6721,中年の暗い男性が、暗い声で、ゆっくりと本を読むように喋っている。,mahler5964,,,,,,
3851,20代の男性が、低い声で、ゆっくりと落ち着いた感じで喋っている。,bach9730,,,,,,,,
3852,５０代くらいの男性の声は優しい声でゆっくりと喋っている。,shostakovich7505,,,,,,,,
3853,はっきりした声でゆっくりわかりやすく喋っている。,rachmaninov5676,,,,,,,,
3854,30代の男性が低く落ち着いた声でゆっくり喋っている。,badarzewska7074,,,,,,,,
3855,20代後半の男性で、低めの落ち着いたトーンでゆったりと聞かせるように話している。,wagner0071,,,,,,,,
3856,男性、青年、20代、30代、40代、かっこいい、色っぽく、ゆっくり、穏やかに、やさしく、。,badarzewska7433,,,,,,,,
3857,20代くらいの若い男性が、落ち着いた声で、ゆっくり説明するように話している。,dvorak8487,,,,,,,,
3858,40代くらいの男性が、ゆっくり落ち着いて、わかりやすく低い声で喋っている。,vivaldi0470,,,,,,,,
3859,若い男性の声でゆっくりと穏やかに説明するように話している。,sibelius0517,,,,,,,,
3860,男性が少し元気の無い声で、ゆっくりとしテンポで語り掛ける様に喋っている。,schumann0679,,,,,,,,
3861,２０代後半の男性、声優業の様に言葉の一つ一つがはっきりしている。中性的な声で抑揚がなく非常に聞きやすい。,bach0481,,,,,,,,
3862,若い男性が聞き取りやすい声で、ゆっくりと説明を伝えるように喋っている。,puccini0710,,,,,,,,
3863,少しくらい声のように私には聞こえました。,schumann9917,,,,,,,,
3864,男性が、重低音の渋い声で、ゆったりと話している。,handel1758,青年の男性が、落ち着いた声で、ゆっくり語りかけるように喋っている。,haydn0841,,,,,,
3865,年齢が分かりづらいが、男性がゆったりとしたトーンで話していた。,verdi4955,,,,,,,,
3866,壮年の男性が、滑らかな声で、ゆっくりと朗読するような喋り方をしている。,bruchner8760,,,,,,,,
3867,落ち着いた雰囲気の男性が、低めの声で、語尾を少し伸ばしたような話し方で喋っている。,vivaldi0069,,,,,,,,
3868,30代の男性が、台本を読んでいるかのように一方的に喋っている。,grieg1085,,,,,,,,
3869,30～40代くらいの男性が、聴き取りやすい明瞭な声で、ゆっくり滑らかに喋っている。,bizet7913,若い男性が、低い声で、ゆっくり話している。,mendelsohn5203,,,,,,
3870,とてもゆっくりとした男の声のAIみたいな気がしました。,vivaldi8335,,,,,,,,
3871,男性が安心感を与える低めの声でゆっくり分かりやすく話している。,debussy0892,,,,,,,,
3872,独特の低い声が本を読むような感じで語っている。,dvorak2114,,,,,,,,
3873,20代の男性が囁くように話しかけている。本のストーリーを読んで誰かに語りかけているように思われる。,elger5341,,,,,,,,
3874,30代くらいの男性が、やや低音の声で、口説くような物言いで喋っている。,debussy6232,,,,,,,,
3875,若くて暗い男性が、はきはきとした声で、ゆっくりと文章を読み上げるように喋っている。,vivaldi1568,,,,,,,,
3876,40代男性が、低い声で、説明するように喋っている。,verdi6880,,,,,,,,
3877,若い男性が、低くてハッキリとした声で、ゆっくりと喋っている。,grieg6804,,,,,,,,
3878,成人男性が、低い声で、物語を読んでいるような喋り方をしている。,bizet9706,,,,,,,,
3879,若者が、低い声で、とても丁寧に喋っている。,haydn6566,,,,,,,,
3880,30代ぐらいの男性がゆっくり優しい声で話している。,liszt5671,,,,,,,,
3881,30代から50代くらいの男性が、豊かで低い声で、アンニュイな感じで話している。,beethoven3227,,,,,,,,
3882,落ち着いた態度の若い男性が、しっかりと説明するように話している。,shostakovich0800,,,,,,,,
3883,30代の男性が、とても落ち着いた声で、ゆっくりと読み聞かせをするように話している。,wagner9040,,,,,,,,
3884,若い青年が、ゆっくりと、落ち着いた声で喋っている。,chopin5215,,,,,,,,
3885,青年男性がゆっくり教え諭すようにしゃべっている。,paganini1878,,,,,,,,
3886,30歳代ぐらいの男性が、ハキハキとした口調を抑えるかのように穏やかに喋っている。,bruchner7701,,,,,,,,
