id,gender_1,pitch_1,speaking_rate_1,others_1,annotator_1,gender_2,pitch_2,speaking_rate_2,others_2,annotator_2,gender_3,pitch_3,speaking_rate_3,others_3,annotator_3,gender_4,pitch_4,speaking_rate_4,others_4,annotator_4,gender_5,pitch_5,speaking_rate_5,others_5,annotator_5
3569,男性,低め,,穏やか,grieg0861,,,,,,,,,,,,,,,,,,,,
3570,男性,,,"中年, 考えながら喋っている",mozart9584,,,,,,,,,,,,,,,,,,,,
3571,男性,高い,独特な,中年,ravel7162,,,,,,,,,,,,,,,,,,,,
3572,男性,ゆっくりとした,,"30代ぐらい, 説明口調",schumann4930,,,,,,,,,,,,,,,,,,,,
3573,男性,低い,,"中年, やや怒ったように",haydn6566,,,,,,,,,,,,,,,,,,,,
3574,男性,少し高い,,"30代, 落ち着いた, 気になること",bach4115,,,,,,,,,,,,,,,,,,,,
3575,男性,,,中年くらいの,mendelsohn6606,,,,,,,,,,,,,,,,,,,,
3576,男性,,てきぱきした,"サラリーマン, 丁寧",vivaldi9228,,,,,,,,,,,,,,,,,,,,
3577,男性,とても低い,,解説,paganini6468,,,,,,,,,,,,,,,,,,,,
3578,男性,低い,はきはき,"30代くらい, 自信を持って, 相手に言い聞かせる",monteverdi0374,,,,,,,,,,,,,,,,,,,,
3580,男性,かざらない,ゆっくり,"若い, 影のある",brahms0012,,,,,,,,,,,,,,,,,,,,
3581,女性,やや低い,,"40代, 少し困ったように",tchaikovsky5186,,,,,,,,,,,,,,,,,,,,
3582,女性,,,"若い, 思い出す",bizet1481,,,,,,,,,,,,,,,,,,,,
3583,女性,低い太い,,40歳くらい,verdi8190,,,,,,,,,,,,,,,,,,,,
3584,男性,やや高い,,"若い, 思い出すように",paganini4304,,,,,,,,,,,,,,,,,,,,
3585,女性,落ち着いた,,"30代後半, 少し疑問を持っている",rossini4506,,,,,,,,,,,,,,,,,,,,
3586,女性,,,"40代, なまり, 一般的な表現",rossini6692,,,,,,,,,,,,,,,,,,,,
3588,女性,,,"40代, 関西弁, 語気を強めて, 誰かに語りかける",liszt6299,,,,,,,,,,,,,,,,,,,,
3589,男性,低い,ゆっくり,中年,badarzewska1852,,,,,,,,,,,,,,,,,,,,
3590,男性,ぼそぼそした,ゆっくりと,40代,bach6077,,,,,,,,,,,,,,,,,,,,
3591,男性,,,"若い, 落ちついた様子, 帰り道で起こった事, 誰かに説明している",haydn1875,,,,,,,,,,,,,,,,,,,,
3592,男性,低い,ゆっくり,30代くらい,liszt6928,,,,,,,,,,,,,,,,,,,,
3593,男性,,,若い,chopin3497,,,,,,,,,,,,,,,,,,,,
3594,男性,,,"中年, 朴訥",bizet2367,,,,,,,,,,,,,,,,,,,,
3595,男性,寂しそうな,淡々と,50代,chopin0110,,,,,,,,,,,,,,,,,,,,
3596,男性,,,"中高年, アナウンサー風, 感情移入",dvorak4403,,,,,,,,,,,,,,,,,,,,
3597,男性,中間くらい,,"中年, おどおど, 怯える気持ちを伝える",badarzewska0315,,,,,,,,,,,,,,,,,,,,
3600,男性,低い,,"中年, ボソボソっと, 小さい声で, はっきりと発音しない感じで",mozart7594,,,,,,,,,,,,,,,,,,,,
3601,男性,普通の,,"中年, やや大阪弁まじり",grieg8540,,,,,,,,,,,,,,,,,,,,
3603,中年男性,,タメ口,大阪弁のアクセントを感じる,bach9868,,,,,,,,,,,,,,,,,,,,
3605,男性,低くよく通る,,"30代くらい, 状況を説明する",grieg7504,,,,,,,,,,,,,,,,,,,,
3606,男性,,少し早口,"若い, 滑舌があまり良くない",dvorak7256,,,,,,,,,,,,,,,,,,,,
3607,女性,,機械音を真似て淡々,若い,saint-saens9096,,,,,,,,,,,,,,,,,,,,
3608,男性,高めの声,,中年,mozart6648,,,,,,,,,,,,,,,,,,,,
3609,女性,高い,,"小学生, 幼い印象",schumann6003,,,,,,,,,,,,,,,,,,,,
3610,女性,高い,,"若い, 落ち着いた, 噛み砕いて説明するように",debussy5543,,,,,,,,,,,,,,,,,,,,
3611,女性,舌っ足らずな,,"若い, 子供に教えるような",schumann3643,,,,,,,,,,,,,,,,,,,,
3612,女性,高め,,"幼稚園児ぐらいの, 甘えた口調",handel6331,,,,,,,,,,,,,,,,,,,,
3613,女性,,,役柄になりきり,liszt4153,,,,,,,,,,,,,,,,,,,,
3627,男性,低い,,"50代ぐらいの中高年, 迫力のある感じ",handel6331,,,,,,,,,,,,,,,,,,,,
3628,女性,けだるい,,"中年に近い, 少しあきれたように",beethoven4512,女性,若い,,"だるそう, 返事",ravel0822,,,,,,,,,,,,,,,
3629,女性,高い,,"25歳くらい, 落ち着いて, 希望に満ちた, 楽しそう",saint-saens2177,,,,,,,,,,,,,,,,,,,,
3630,女性,低い,,"20代ぐらい, 脅すように",chopin3729,,,,,,,,,,,,,,,,,,,,
3631,女性,,ゆっくりと,"中年, 単調",elger1917,,,,,,,,,,,,,,,,,,,,
3632,女性,,,"30から40代, 艶っぽい, 気だるい印象",mozart2863,,,,,,,,,,,,,,,,,,,,
3633,女性,高い,,"30代くらい, なまめかしい",dvorak6721,女性,優しい,,"若くて明るい, 諭すように",mahler5964,,,,,,,,,,,,,,,
3634,女性,低い,ゆっくりと,"10代, 諭すように",bizet8255,,,,,,,,,,,,,,,,,,,,
3635,女性,,,"若い, 苛ついた",schubert2028,女性,やや高い,,"若い, 怒っている, 相手に押し付ける感じ",sibelius6853,女性,甘く棘のある,ゆっくりと,"30代前半, セクシーで大人びた, 脅すかのように語りかけている",strauss5224,,,,,,,,,,
3636,女性,穏やかな,,"若い, 怪しげな, 独り呟いている",shostakovich0651,,,,,,,,,,,,,,,,,,,,
3637,女性,低め,,"若い, ハスキーな, やや面倒そう",mendelsohn5956,,,,,,,,,,,,,,,,,,,,
3638,男性,,,"若い, 強気な言い回し, 質問",bach1196,,,,,,,,,,,,,,,,,,,,
3639,女性,高い,はきはきした,"若い, 思い出話",chopin8030,,,,,,,,,,,,,,,,,,,,
3640,女性,セクシー,,"30代, けだるそう",chopin5137,,,,,,,,,,,,,,,,,,,,
3641,女性,さとすような,,"若い, 理解を求めている",brahms8647,,,,,,,,,,,,,,,,,,,,
3642,"10代の男の子, 20代くらいの女性",ハスキーボイス,,"頬杖をしながら, 相手の様子を伺いながら",elger7072,女性,低い,,若い,paganini0062,,,,,,,,,,,,,,,
3643,女性,落ち着いた,,感情豊か,verdi6534,,,,,,,,,,,,,,,,,,,,
3644,女性,色気のある甘い声,,"30代, 気の強そう, 諦めろと説得するよう",saint-saens6524,,,,,,,,,,,,,,,,,,,,
3645,女性,低い,,"30代後半ぐらいの, 落ち着いた, 指示するように",bizet6129,,,,,,,,,,,,,,,,,,,,
3646,女性,艶やかな,,大人,schumann0854,,,,,,,,,,,,,,,,,,,,
3647,女性,はっきり,,アニメの様な舞台のセリフの様な話し方,badarzewska1948,,,,,,,,,,,,,,,,,,,,
3648,女性,低い,,"若い, ささやくような, 小声",bach5211,,,,,,,,,,,,,,,,,,,,
3649,女性,ハスキーな,,"若年世代, 力量を試すような",badarzewska5055,,,,,,,,,,,,,,,,,,,,
3650,女性,,,"30代～40代, 楽しそう, 笑い",ravel4225,,,,,,,,,,,,,,,,,,,,
3651,女性,,はきはき,"若い, 演技がかった口調",beethoven6994,,,,,,,,,,,,,,,,,,,,
3652,女性,,,"若い, 大人っぽい, 相手を軽く見下す",puccini4732,,,,,,,,,,,,,,,,,,,,
3653,女性,かすれ気味,,"中年, 落ち着いた感じ, 誰かの話し相手",puccini9164,,,,,,,,,,,,,,,,,,,,
3654,女性,,,"年齢不詳, 笑い, 相手をバカにする感じ",haydn3911,,,,,,,,,,,,,,,,,,,,
3655,女性,甘い,,"大人, 耳元で囁くように",brahms4127,,,,,,,,,,,,,,,,,,,,
3656,女性,落ち着いた,淡々と,30代くらい,liszt4696,,,,,,,,,,,,,,,,,,,,
3657,女性,優しくはっきりと聞こえる,,"成人, 慰める",rachmaninov6780,,,,,,,,,,,,,,,,,,,,
3658,女性,色っぽい,,"若い, 男性を誘っているように",mozart1811,,,,,,,,,,,,,,,,,,,,
3659,男性,小さな,少し遅い,"若い, 困ったよう",dvorak0439,,,,,,,,,,,,,,,,,,,,
3660,男性,はきはき,多くの人に伝わる,"中年, 明るい",brahms1402,,,,,,,,,,,,,,,,,,,,
3661,男性,はっきりとわかりやすい,,"30代-40代, ラジオDJ, 営業マン風",paganini0996,,,,,,,,,,,,,,,,,,,,
3662,男性,やや低めの,はっきりとした,"中年くらい, 司会進行",shostakovich6626,,,,,,,,,,,,,,,,,,,,
3663,男性,はっきりとした,,若い,saint-saens6742,,,,,,,,,,,,,,,,,,,,
3664,男性,はきはきとした,後半は聞き取りやすい速度,,elger1917,,,,,,,,,,,,,,,,,,,,
3666,男性,元気な,早口,"中年, 明るい, 語り掛けるよう",chopin0060,,,,,,,,,,,,,,,,,,,,
3685,男性,高い、強い,,やや若いか中年,shostakovich6626,,,,,,,,,,,,,,,,,,,,
3686,男性,高い,テンション高い,中年,ravel1238,,,,,,,,,,,,,,,,,,,,
3687,男性,高い,,"30代, 理解を促す",puccini9666,,,,,,,,,,,,,,,,,,,,
3689,男性,高い,,"20代くらい, 芸人のネタ披露のようなテンション",grieg8189,,,,,,,,,,,,,,,,,,,,
3690,男性,ガラガラ,,"中年, 元気",debussy1208,,,,,,,,,,,,,,,,,,,,
3691,男性,明るい,,"中年, 宣伝",bach5073,,,,,,,,,,,,,,,,,,,,
3693,男性,ハキハキとした,テンポよく,中年,saint-saens9096,,,,,,,,,,,,,,,,,,,,
3694,男性,高い,ゆっくりと,"中年, アピール",haydn6163,,,,,,,,,,,,,,,,,,,,
3695,男性,裏返させる,,"だみ声な感じ, 驚きの表現",mozart7594,,,,,,,,,,,,,,,,,,,,
3696,男性,噺家のような声,啖呵を切るように,40～50代,handel4231,,,,,,,,,,,,,,,,,,,,
3699,男性,,はきはきとした,"中年, 丁寧",elger3773,,,,,,,,,,,,,,,,,,,,
3701,男性,,,"中年, 穏やかな口調, 和やか",mahler8143,,,,,,,,,,,,,,,,,,,,
3702,男性,野太い,,"60代位, お弁当の購入",brahms0351,,,,,,,,,,,,,,,,,,,,
3703,男性,,少し早口,,verdi6021,,,,,,,,,,,,,,,,,,,,
3726,男性,,とても早口,"若い, スポーツの実況のような喋り方",chopin9245,,,,,,,,,,,,,,,,,,,,
3727,男性,高い,ハキハキ,"40代くらい, テンションが高い",monteverdi6405,,,,,,,,,,,,,,,,,,,,
3728,男性,少しだけ高い,,２０～３０代,grieg5212,,,,,,,,,,,,,,,,,,,,
3729,女性,明るい,悪め,"10歳代後半, 楽し気, 酔っぱらい興奮した",beethoven2586,,,,,,,,,,,,,,,,,,,,
3730,男性,高い,早口,"若い, まくしたてる",rossini2985,,,,,,,,,,,,,,,,,,,,
3731,男性,高めの,はきはきとした,"若い, 言葉に出して確かめるよう",badarzewska1268,,,,,,,,,,,,,,,,,,,,
3732,男性,高い,,"若い, 照れくさそう",sibelius7197,,,,,,,,,,,,,,,,,,,,
3733,女性,張りの無い,,"若年, 自信無さそう",badarzewska0131,,,,,,,,,,,,,,,,,,,,
3734,女性,静かな,,"20代, 落ち着いた感じ",shostakovich0723,,,,,,,,,,,,,,,,,,,,
3735,女性,,ゆったり,"20代, 楽しそう",haydn9067,,,,,,,,,,,,,,,,,,,,
3736,女性,,ゆっくりと,"20代, 30代ぐらいの, 活舌が悪い",beethoven4967,,,,,,,,,,,,,,,,,,,,
3738,女性,低い,,"若い, 笑い, 怒ったように",bach8570,,,,,,,,,,,,,,,,,,,,
3739,女性,,不明瞭,"日本語以外の可能性, 笑い声が入っている",handel9842,,,,,,,,,,,,,,,,,,,,
3740,女性,低い,,"若い, 喜び",grieg3270,,,,,,,,,,,,,,,,,,,,
3741,女性,,早口,"若い, 舌足らずな喋り方",schumann0812,,,,,,,,,,,,,,,,,,,,
3745,女性,低めの,,"10代, 怒った様に",shostakovich6244,,,,,,,,,,,,,,,,,,,,
3746,男性,ハキハキした,早めに,"中年, 知識的な, 説明する感じ",bach9612,,,,,,,,,,,,,,,,,,,,
3747,女性,明るい,少し早口,"20代くらい, 台本読み",puccini9164,,,,,,,,,,,,,,,,,,,,
3748,女性,,,"20代, 自信ありげ, アドバイス",haydn4893,,,,,,,,,,,,,,,,,,,,
3749,男性,高い,早口,"10代後半から20代前半, 中性的な声, 第三者に話しかけるように",strauss2291,,,,,,,,,,,,,,,,,,,,
3750,男性,やや高い,,戸惑いがち,rossini4625,,,,,,,,,,,,,,,,,,,,
3751,男性,高い,早い,"力強い, 訴えかける",monteverdi9855,,,,,,,,,,,,,,,,,,,,
3752,男性,,はきはきとした,"中年, 明瞭な, ナレーションのような",elger7925,,,,,,,,,,,,,,,,,,,,
3753,男性,力強い,,物事の先を期待させるように話している,rachmaninov7924,,,,,,,,,,,,,,,,,,,,
3754,男性,明るい,早口,人物の解説文,schumann9761,,,,,,,,,,,,,,,,,,,,
3755,男性,,早い,成人,wagner7392,,,,,,,,,,,,,,,,,,,,
3757,男性,ハスキーボイス,,"20～30代, マイクで話している",mahler3888,,,,,,,,,,,,,,,,,,,,
3759,男性,,やや緩い,"やや若い感じ, やや緊張している感じ",mahler3111,,,,,,,,,,,,,,,,,,,,
3760,男性,明るい,,"若い, 若干叫びながら",rachmaninov5114,,,,,,,,,,,,,,,,,,,,
3761,女性,低い,,"中年, 上品",grieg3270,,,,,,,,,,,,,,,,,,,,
3762,女性,,前のめり,"実年, 雑談",schubert3669,,,,,,,,,,,,,,,,,,,,
3763,女性,,,"中年, 感情を抑える, 客観性強調",verdi5331,,,,,,,,,,,,,,,,,,,,
3764,女性,低い,早口,"60代, 暗い感じ, 説明を急ぐような感じ",chopin8922,,,,,,,,,,,,,,,,,,,,
3765,女性,低め,,"中年, 諭す様な口調",shostakovich6244,,,,,,,,,,,,,,,,,,,,
3766,男性,低い,,"30代, 馬鹿にしたよう",dvorak5228,,,,,,,,,,,,,,,,,,,,
3767,男性,,早口,"30～40代位, 講義",bizet2804,,,,,,,,,,,,,,,,,,,,
3769,女性,高い,やや早口,"大人, 明るい口調",rossini2985,,,,,,,,,,,,,,,,,,,,
3798,女性,高い,,"20代, 感情があまりない",brahms7704,,,,,,,,,,,,,,,,,,,,
3799,女性,若い,早い,抑揚の少ない,saint-saens6742,,,,,,,,,,,,,,,,,,,,
3800,,,早口,AIのような音声,liszt8856,,,,,,,,,,,,,,,,,,,,
3801,,,早口,感情が無い,schumann1028,,,,,,,,,,,,,,,,,,,,
3802,女性,"ロボットのような声, 若い女性",淡々と,抑揚なく,monteverdi3598,,,,,,,,,,,,,,,,,,,,
3803,,甲高い,早口,,shostakovich9970,,,,,,,,,,,,,,,,,,,,
3804,女性,キー高め,一定のスピード,"抑揚少ない, 機械音声",vivaldi2440,,,,,,,,,,,,,,,,,,,,
3805,女性,高め,早口,20代くらい,puccini0248,,,,,,,,,,,,,,,,,,,,
3806,電子音声,,,なし,schumann9489,,,,,,,,,,,,,,,,,,,,
3807,女性,高い,早口,"聞き取りづらい, 機械音声, 読み上げるよう",strauss0453,,,,,,,,,,,,,,,,,,,,
3808,女性,高い,早口,"若い, 感情のない, 機械的な話し方",mendelsohn3572,,,,,,,,,,,,,,,,,,,,
3809,女性,とげとげしい,,"若い, おこぅているよう",saint-saens4971,,,,,,,,,,,,,,,,,,,,
3810,女性,高い,,"20代, 編集されている",debussy1151,,,,,,,,,,,,,,,,,,,,
3811,,甲高い,早口,機械,badarzewska2960,,,,,,,,,,,,,,,,,,,,
3812,女性,子供のようなかわいらしい,,"20代位, 説明している",puccini0890,,,,,,,,,,,,,,,,,,,,
3813,,平坦,棒読みのように,,vivaldi9357,,,,,,,,,,,,,,,,,,,,
3814,女性,機械音声のような,説明口調,若い,grieg9510,,,,,,,,,,,,,,,,,,,,
3815,女性,デジタルで作ったような声,とても早口,１０代くらい,beethoven3748,,,,,,,,,,,,,,,,,,,,
3816,,高い,,機械のような感じ,verdi6021,,,,,,,,,,,,,,,,,,,,
3817,,低め,一定のテンポで,"抑揚の無い, やや低め",verdi6449,,,,,,,,,,,,,,,,,,,,
3818,女性,,早口,"20代, はきはきした口調",chopin8490,,,,,,,,,,,,,,,,,,,,
3819,,高い,,"感情のない, 発音がわかりにくい",wagner4827,,,,,,,,,,,,,,,,,,,,
3820,女性,,,"淡々と, 機械音声のよう, 感情を出さず",mahler8143,,,,,,,,,,,,,,,,,,,,
3821,,高い,速い,"女性的, 機械的",haydn1359,,,,,,,,,,,,,,,,,,,,
3822,,,早口,"コンピューター生成, 教えるような口調",ravel4200,,,,,,,,,,,,,,,,,,,,
3823,男性,,早口,ロボット,sibelius1018,,,,,,,,,,,,,,,,,,,,
3824,不詳,,早口,"年齢不詳, AI的な口調",mahler0088,,,,,,,,,,,,,,,,,,,,
3825,男性,低い,ゆっくり,若い,beethoven7713,,,,,,,,,,,,,,,,,,,,
3826,男性,低い,ゆっくり,中年,sibelius3455,,,,,,,,,,,,,,,,,,,,
3827,男性,聞き取りやすい,,"成人, 穏やか, 丁寧",sibelius9289,,,,,,,,,,,,,,,,,,,,
3828,男性,渋い,ゆっくりと,"聞きやすく, 丁寧な語り",schubert8746,,,,,,,,,,,,,,,,,,,,
3829,男性,低い,ゆっくりと,"20～30代, 甘い声",schubert0560,,,,,,,,,,,,,,,,,,,,
3830,男性,低い,ゆっくり,若い,vivaldi3856,,,,,,,,,,,,,,,,,,,,
3831,男性,,ゆっくり,"20代, 説明しているような口調",saint-saens4837,,,,,,,,,,,,,,,,,,,,
3832,男性,低め,ゆっくり,"30代, 落ち着いた声",dvorak8315,,,,,,,,,,,,,,,,,,,,
3833,男性,低い,ゆっくりと,"30代, インテリ風",schumann8846,,,,,,,,,,,,,,,,,,,,
3834,男性,高い,ささやくように,"若い, イケメンボイス",saint-saens9458,,,,,,,,,,,,,,,,,,,,
3835,男性,普通,ゆったり,若い,bizet6917,,,,,,,,,,,,,,,,,,,,
3836,男性,,ゆっくり,"若い, 穏やか",handel8125,,,,,,,,,,,,,,,,,,,,
3837,男性,低い,ゆっくりと,中年,chopin9596,,,,,,,,,,,,,,,,,,,,
3838,男性,,,"30代, 説明している",puccini7100,,,,,,,,,,,,,,,,,,,,
3839,男性,,静かな,中年,handel3418,,,,,,,,,,,,,,,,,,,,
3840,男性,低い,,"若い, 怒りを含む",chopin6486,,,,,,,,,,,,,,,,,,,,
3841,男性,,ゆっくり,"30代くらい, 聞き取りやすい感じ",vivaldi0019,,,,,,,,,,,,,,,,,,,,
3842,男性,,ゆっくりとした,10代～20代,sibelius4439,,,,,,,,,,,,,,,,,,,,
3843,男性,,ゆっくり,若い,bach1081,,,,,,,,,,,,,,,,,,,,
3844,,低い,ゆっくりと,"20代, 青年, 読み聞かせするように",chopin8075,,,,,,,,,,,,,,,,,,,,
3845,男性,粘りっこい,,"２０代後半, 誰かに教えるように",mozart6768,,,,,,,,,,,,,,,,,,,,
3846,男性,低い,ゆっくり,"若い, 落ち着いた声, ささやくように",wagner7420,,,,,,,,,,,,,,,,,,,,
3847,男性,,ゆっくりとした,"30代くらい, 説明するように",paganini3912,,,,,,,,,,,,,,,,,,,,
3848,男性,低い,,中年,strauss9438,,,,,,,,,,,,,,,,,,,,
3849,男性,低い,ゆっくりと,"若い, 説明するように",debussy2718,,,,,,,,,,,,,,,,,,,,
3850,男性,低く暗い,,"20代くらい, おどろどろしく",dvorak6721,男性,暗い,ゆっくりと,"中年, 本を読むように",mahler5964,,,,,,,,,,,,,,,
3851,男性,低い,ゆっくりと,"20代, 落ち着いた感じ",bach9730,,,,,,,,,,,,,,,,,,,,
3852,男性,優しい,ゆっくりと,５０代くらい,shostakovich7505,,,,,,,,,,,,,,,,,,,,
3853,,はっきりした,ゆっくり,わかりやすく,rachmaninov5676,,,,,,,,,,,,,,,,,,,,
3854,男性,低い,ゆっくり,30代,badarzewska7074,,,,,,,,,,,,,,,,,,,,
3855,男性,低め,ゆったり,"20代後半, 落ち着いたトーン",wagner0071,,,,,,,,,,,,,,,,,,,,
3856,男性,"低い, ゆっくり",穏やかに,"20代, 30代, 40代, かっこいい, 色っぽく, やさしく",badarzewska7433,,,,,,,,,,,,,,,,,,,,
3857,男性,落ち着いた,ゆっくり説明するように,"20代くらい, 若い",dvorak8487,,,,,,,,,,,,,,,,,,,,
3858,男性,低い,ゆっくり,"40代, 落ち着いて, わかりやすく",vivaldi0470,,,,,,,,,,,,,,,,,,,,
3859,男性,,ゆっくり,"若い, 穏やか, 説明するように",sibelius0517,,,,,,,,,,,,,,,,,,,,
3860,男性,少し元気の無い,ゆっくりと,,schumann0679,,,,,,,,,,,,,,,,,,,,
3861,男性,中性的な,,"２０代後半, 声優業",bach0481,,,,,,,,,,,,,,,,,,,,
3862,男性,聞き取りやすい,ゆっくりと,若い,puccini0710,,,,,,,,,,,,,,,,,,,,
3863,,くらい,,私には聞こえました。,schumann9917,,,,,,,,,,,,,,,,,,,,
3864,男性,重低音,ゆったり,,handel1758,男性,落ち着いた,ゆっくり,青年,haydn0841,,,,,,,,,,,,,,,
3865,男性,ゆったりとした,ゆったりとした,年齢不明,verdi4955,,,,,,,,,,,,,,,,,,,,
3866,男性,滑らかな,ゆっくり,"壮年, 朗読するような喋り方",bruchner8760,,,,,,,,,,,,,,,,,,,,
3867,男性,低め,,"落ち着いた雰囲気, 語尾を少し伸ばす",vivaldi0069,,,,,,,,,,,,,,,,,,,,
3868,男性,,台本を読んでいるかのように一方的に,30代,grieg1085,,,,,,,,,,,,,,,,,,,,
3869,男性,明瞭な,ゆっくり滑らかに,30～40代,bizet7913,男性,低い,ゆっくり,若い,mendelsohn5203,,,,,,,,,,,,,,,
3870,男性,低い,ゆっくり,ありません,vivaldi8335,,,,,,,,,,,,,,,,,,,,
3871,男性,低め,ゆっくり,"安心感を与える, 分かりやすく",debussy0892,,,,,,,,,,,,,,,,,,,,
3872,,低い,,本を読むような感じ,dvorak2114,,,,,,,,,,,,,,,,,,,,
3873,男性,低い,,"20代, 読書、語りかける",elger5341,,,,,,,,,,,,,,,,,,,,
3874,男性,やや低音,,"30代, 口説くような物言い",debussy6232,,,,,,,,,,,,,,,,,,,,
3875,男性,高い,ゆっくりと,"若い, 暗い",vivaldi1568,,,,,,,,,,,,,,,,,,,,
3876,男性,低い,,"40代, 説明するように",verdi6880,,,,,,,,,,,,,,,,,,,,
3877,男性,低くてハッキリ,ゆっくりと,若い,grieg6804,,,,,,,,,,,,,,,,,,,,
3878,男性,低い,,"成人, 物語を読んでいるような喋り方",bizet9706,,,,,,,,,,,,,,,,,,,,
3879,,低い,,"若者, 丁寧",haydn6566,,,,,,,,,,,,,,,,,,,,
3880,男性,"ゆっくり, 優しい",,30代ぐらい,liszt5671,,,,,,,,,,,,,,,,,,,,
3881,男性,低い,,"30代から50代, 豊かな声, アンニュイな感じ",beethoven3227,,,,,,,,,,,,,,,,,,,,
3882,男性,,,"落ち着いた態度, 若い",shostakovich0800,,,,,,,,,,,,,,,,,,,,
3883,男性,落ち着いた,ゆっくり,"30代, 読み聞かせ",wagner9040,,,,,,,,,,,,,,,,,,,,
3884,,落ち着いた,ゆっくり,"若い, 青年",chopin5215,,,,,,,,,,,,,,,,,,,,
3885,男性,,ゆっくり,青年,paganini1878,,,,,,,,,,,,,,,,,,,,
3886,男性,,ハキハキとした口調を抑えて,"30歳代ぐらい, 穏やか",bruchner7701,,,,,,,,,,,,,,,,,,,,
3887,男性,低い,,"20代, 優しい",beethoven6019,,,,,,,,,,,,,,,,,,,,
3888,男性,力が抜けた,少しゆっくり,,schumann8180,,,,,,,,,,,,,,,,,,,,
3889,男性,,ゆっくりとした,成人,tchaikovsky6606,,,,,,,,,,,,,,,,,,,,
3890,男性,低い,ゆっくり,"40代, 疲れたような声",mendelsohn1957,男性,まったりした,,40代,rossini2349,,,,,,,,,,,,,,,
3891,男性,少し低い,ゆっくりと,,elger2591,,,,,,,,,,,,,,,,,,,,
3892,男性,高い,はっきりと,若い,wagner3277,,,,,,,,,,,,,,,,,,,,
3893,男性,低い,,"若い, ささやくように話している",bizet3688,,,,,,,,,,,,,,,,,,,,
3894,男性,,はきはき,"青年, 落ち着いた",rossini4506,,,,,,,,,,,,,,,,,,,,
3895,男性,中程度,,"やや若い, 優しく教え諭す",tchaikovsky1731,,,,,,,,,,,,,,,,,,,,
3932,男性,こもった感じの,,年齢不明,shostakovich2956,,,,,,,,,,,,,,,,,,,,
3933,男性,はっきりした,,"30代, 普通のテンション, 呼びかける",chopin8490,,,,,,,,,,,,,,,,,,,,
3934,男性,"低い, 明るい",,"30代後半, 相手の質問みたいなものに対応",beethoven1970,男性,低い,早口,中年,haydn3256,,,,,,,,,,,,,,,
3935,男性,はきはきした,ゆっくり,中年,sibelius1018,,,,,,,,,,,,,,,,,,,,
3936,男性,明瞭に,,"40代, 興味津々",handel8831,,,,,,,,,,,,,,,,,,,,
3937,男性,はきはきしたが、はっきりしない,,20代～30代,wagner4840,,,,,,,,,,,,,,,,,,,,
3938,男性,,早口,"若い, 確認",brahms1783,,,,,,,,,,,,,,,,,,,,
3940,男性,高め,,"30代くらい, 自分の考えを伝える",schumann1397,,,,,,,,,,,,,,,,,,,,
3941,男性,,少し早口,"20代後半位, 興奮した様な口調",mahler7991,,,,,,,,,,,,,,,,,,,,
3942,男性,高い,はきはき,30歳前後くらいの,liszt0650,,,,,,,,,,,,,,,,,,,,
3943,男性,やや低い,やや早口,40代,bizet8406,,,,,,,,,,,,,,,,,,,,
3944,男性,やや低め,,"中年, 訛り, 焦り感, 語尾の間延び",badarzewska8392,,,,,,,,,,,,,,,,,,,,
3945,男性,,,"40代, 落ち着いている, 深刻な感じ",vivaldi4325,,,,,,,,,,,,,,,,,,,,
3946,男性,小さめ,,"三十代前後, 不安そう",schumann4364,,,,,,,,,,,,,,,,,,,,
3947,男性,少しネチネチした,,"中年, 暗い感じ, 自分の都合優先, 相手に質問する",elger1413,,,,,,,,,,,,,,,,,,,,
3948,男性,少しかすれ気味,,"30代, イライラ",grieg5917,,,,,,,,,,,,,,,,,,,,
3949,男性,低い,ゆっくり,中年,mendelsohn3593,,,,,,,,,,,,,,,,,,,,
3950,男性,驚いたような,説明するように,,monteverdi6135,,,,,,,,,,,,,,,,,,,,
3951,男性,低い,,"20代, 考える",liszt0782,,,,,,,,,,,,,,,,,,,,
3952,男性,小さな,,"学生（おそらく大学生）, こもりがかった, 悩ましく考えている",tchaikovsky7924,,,,,,,,,,,,,,,,,,,,
3953,男性,落ち着いた,,"若い, 自分の現状を報告",mendelsohn0270,,,,,,,,,,,,,,,,,,,,
3954,男性,少し抑え目,,"30代前半, 飄々とした雰囲気, 自分に言い聞かせるかのように",puccini7189,,,,,,,,,,,,,,,,,,,,
3955,男性,怒ったような,,"50代, イライラ, 誰かに訴えている感じ",bach8066,,,,,,,,,,,,,,,,,,,,
3956,男性,低い,,"30代, 恐れ",grieg0753,,,,,,,,,,,,,,,,,,,,
3957,男性,,早口,"30代, 訴えかけるように",schubert9827,,,,,,,,,,,,,,,,,,,,
3958,男性,,,"若い, 友人に対しての口調, 通常の会話",shostakovich4881,,,,,,,,,,,,,,,,,,,,
3959,男性,,,若い,chopin8316,,,,,,,,,,,,,,,,,,,,
3960,男性,少し低い,少し早口,若い,beethoven4053,,,,,,,,,,,,,,,,,,,,
3961,男性,やや高め,普通,"30代, 関西弁, 説明するように淡々と話をしている",monteverdi2493,,,,,,,,,,,,,,,,,,,,
3962,男性,元気のない,,"20代, 余裕がない様子",bizet3228,,,,,,,,,,,,,,,,,,,,
3963,男性,低い,ゆっくり,40代,monteverdi9944,,,,,,,,,,,,,,,,,,,,
3964,男性,渋い,,"40代, 自信ありげ",sibelius3088,,,,,,,,,,,,,,,,,,,,
